CountryKey,NOC,Country,Gold,Silver,Bronze,Total,SourceFile,Year,country_full,region,population,area_(sq._mi.),pop._density_(per_sq._mi.),coastline_(coast_area_ratio),net_migration,infant_mortality_(per_1000_births),gdp_($_per_capita),literacy_(percent),phones_(per_1000),arable_(percent),crops_(percent),other_(percent),climate,birthrate,deathrate,agriculture,industry,service
HUNGARY,HUN,HUN,8,6,3,17,Athens 2004 Olympics Nations Medals.csv,2004,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
HUNGARY,HUN,HUN,8,4,6,18,London 2012 Olympics Nations Medals.csv,2012,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
HUNGARY,HUN,HUN,8,3,4,15,Rio 2016 Olympics Nations Medals.csv,2016,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
HUNGARY,HUN,HUN,1,0,0,1,PyeongChang 2018 Olympics Nations Medals.csv,2018,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
HUNGARY,HUN,HUN,6,7,7,20,Tokyo 2020 Olympics Nations Medals.csv,2020,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
HUNGARY,HUN,HUN,1,0,2,3,beijing_2022_Olympics_Nations_Medals.csv,2022,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
HUNGARY,HUN,HUN,6,7,6,19,Paris 2024 Olympics_Nations Medals.csv,2024,Hungary,EASTERN EUROPE,9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651
INDONESIA,INA,INA,1,1,2,4,Atlanta 1996 Olympics Nations Medals.csv,1996,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDONESIA,INA,INA,1,3,2,6,Sydney 2000 Olympics Nations Medals.csv,2000,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDONESIA,INA,INA,1,1,2,4,Athens 2004 Olympics Nations Medals.csv,2004,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDONESIA,INA,INA,0,2,1,3,London 2012 Olympics Nations Medals.csv,2012,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDONESIA,INA,INA,1,2,0,3,Rio 2016 Olympics Nations Medals.csv,2016,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDONESIA,INA,INA,1,1,3,5,Tokyo 2020 Olympics Nations Medals.csv,2020,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDONESIA,INA,INA,2,0,1,3,Paris 2024 Olympics_Nations Medals.csv,2024,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408
INDIA,IND,IND,0,0,1,1,Atlanta 1996 Olympics Nations Medals.csv,1996,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
INDIA,IND,IND,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
INDIA,IND,IND,0,1,0,1,Athens 2004 Olympics Nations Medals.csv,2004,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
INDIA,IND,IND,0,2,4,6,London 2012 Olympics Nations Medals.csv,2012,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
INDIA,IND,IND,0,1,1,2,Rio 2016 Olympics Nations Medals.csv,2016,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
INDIA,IND,IND,1,2,4,7,Tokyo 2020 Olympics Nations Medals.csv,2020,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
INDIA,IND,IND,0,1,5,6,Paris 2024 Olympics_Nations Medals.csv,2024,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,"2,5",22.01,8.18,0.186,0.276,0.538
,IOA,IOA,1,0,1,2,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
IRAN,IRI,IRI,1,1,1,3,Atlanta 1996 Olympics Nations Medals.csv,1996,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRAN,IRI,IRI,3,0,1,4,Sydney 2000 Olympics Nations Medals.csv,2000,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRAN,IRI,IRI,2,2,2,6,Athens 2004 Olympics Nations Medals.csv,2004,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRAN,IRI,IRI,7,5,1,13,London 2012 Olympics Nations Medals.csv,2012,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRAN,IRI,IRI,3,1,4,8,Rio 2016 Olympics Nations Medals.csv,2016,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRAN,IRI,IRI,3,2,2,7,Tokyo 2020 Olympics Nations Medals.csv,2020,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRAN,IRI,IRI,3,6,3,12,Paris 2024 Olympics_Nations Medals.csv,2024,Iran,ASIA (EX. NEAR EAST),68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46
IRELAND,IRL,IRL,3,0,1,4,Atlanta 1996 Olympics Nations Medals.csv,1996,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49
IRELAND,IRL,IRL,0,1,0,1,Sydney 2000 Olympics Nations Medals.csv,2000,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49
IRELAND,IRL,IRL,1,1,4,6,London 2012 Olympics Nations Medals.csv,2012,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49
IRELAND,IRL,IRL,0,2,0,2,Rio 2016 Olympics Nations Medals.csv,2016,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49
IRELAND,IRL,IRL,2,0,2,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49
IRELAND,IRL,IRL,4,0,3,7,Paris 2024 Olympics_Nations Medals.csv,2024,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49
ICELAND,ISL,ISL,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,Iceland,WESTERN EUROPE,299388,103000,2.9,4.83,2.38,3.31,30900,99.9,647.7,0.07,0,99.93,3,13.64,6.72,0.086,0.15,0.765
ISRAEL,ISR,ISR,1,0,1,2,Athens 2004 Olympics Nations Medals.csv,2004,Israel,NEAR EAST,6352117,20770,305.8,1.31,0.68,7.03,19800,95.4,462.3,16.39,4.17,79.44,3,17.97,6.18,0.026,0.317,0.657
ISRAEL,ISR,ISR,1,5,1,7,Paris 2024 Olympics_Nations Medals.csv,2024,Israel,NEAR EAST,6352117,20770,305.8,1.31,0.68,7.03,19800,95.4,462.3,16.39,4.17,79.44,3,17.97,6.18,0.026,0.317,0.657
ITALY,ITA,ITA,7,5,8,20,Lillehammer 1994 Olympics Nations Medals.csv,1994,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,13,10,12,35,Atlanta 1996 Olympics Nations Medals.csv,1996,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,2,6,2,10,Nagano 1998 Olympics Nations Medals.csv,1998,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,13,8,13,34,Sydney 2000 Olympics Nations Medals.csv,2000,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,4,4,5,13,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,10,11,11,32,Athens 2004 Olympics Nations Medals.csv,2004,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,5,0,6,11,Torino 2006 Olympics Nations Medals.csv,2006,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,1,1,3,5,Vancouver 2010 Olympics Nations Medals.csv,2010,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,8,9,11,28,London 2012 Olympics Nations Medals.csv,2012,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,0,2,7,9,Sochi 2014 Olympics Nations Medals.csv,2014,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,8,12,8,28,Rio 2016 Olympics Nations Medals.csv,2016,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,3,2,5,10,PyeongChang 2018 Olympics Nations Medals.csv,2018,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,10,10,20,40,Tokyo 2020 Olympics Nations Medals.csv,2020,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,2,7,8,17,beijing_2022_Olympics_Nations_Medals.csv,2022,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
ITALY,ITA,ITA,12,13,15,40,Paris 2024 Olympics_Nations Medals.csv,2024,Italy,WESTERN EUROPE,58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688
JAMAICA,JAM,JAM,1,3,2,6,Atlanta 1996 Olympics Nations Medals.csv,1996,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JAMAICA,JAM,JAM,0,6,3,9,Sydney 2000 Olympics Nations Medals.csv,2000,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JAMAICA,JAM,JAM,2,1,2,5,Athens 2004 Olympics Nations Medals.csv,2004,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JAMAICA,JAM,JAM,4,5,4,13,London 2012 Olympics Nations Medals.csv,2012,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JAMAICA,JAM,JAM,6,3,2,11,Rio 2016 Olympics Nations Medals.csv,2016,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JAMAICA,JAM,JAM,4,1,4,9,Tokyo 2020 Olympics Nations Medals.csv,2020,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JAMAICA,JAM,JAM,1,3,2,6,Paris 2024 Olympics_Nations Medals.csv,2024,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615
JORDAN,JOR,JOR,1,0,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Jordan,NEAR EAST,5906760,92300,64,0.03,6.59,17.35,4300,91.3,104.5,2.67,1.83,95.5,1,21.25,2.65,0.033,0.287,0.68
JORDAN,JOR,JOR,0,1,1,2,Tokyo 2020 Olympics Nations Medals.csv,2020,Jordan,NEAR EAST,5906760,92300,64,0.03,6.59,17.35,4300,91.3,104.5,2.67,1.83,95.5,1,21.25,2.65,0.033,0.287,0.68
JORDAN,JOR,JOR,0,1,0,1,Paris 2024 Olympics_Nations Medals.csv,2024,Jordan,NEAR EAST,5906760,92300,64,0.03,6.59,17.35,4300,91.3,104.5,2.67,1.83,95.5,1,21.25,2.65,0.033,0.287,0.68
JAPAN,JPN,JPN,1,2,2,5,Lillehammer 1994 Olympics Nations Medals.csv,1994,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,3,6,5,14,Atlanta 1996 Olympics Nations Medals.csv,1996,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,5,1,4,10,Nagano 1998 Olympics Nations Medals.csv,1998,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,5,8,5,18,Sydney 2000 Olympics Nations Medals.csv,2000,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,0,1,1,2,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,16,9,12,37,Athens 2004 Olympics Nations Medals.csv,2004,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,1,0,0,1,Torino 2006 Olympics Nations Medals.csv,2006,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,0,3,2,5,Vancouver 2010 Olympics Nations Medals.csv,2010,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,7,14,17,38,London 2012 Olympics Nations Medals.csv,2012,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,1,4,3,8,Sochi 2014 Olympics Nations Medals.csv,2014,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,12,8,21,41,Rio 2016 Olympics Nations Medals.csv,2016,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,4,5,4,13,PyeongChang 2018 Olympics Nations Medals.csv,2018,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,27,14,17,58,Tokyo 2020 Olympics Nations Medals.csv,2020,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,3,6,9,18,beijing_2022_Olympics_Nations_Medals.csv,2022,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
JAPAN,JPN,JPN,20,12,13,45,Paris 2024 Olympics_Nations Medals.csv,2024,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.4,7.87,0,3.26,28200,99,461.2,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725
KAZAKHSTAN,KAZ,KAZ,1,2,0,3,Lillehammer 1994 Olympics Nations Medals.csv,1994,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,3,4,4,11,Atlanta 1996 Olympics Nations Medals.csv,1996,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,0,0,2,2,Nagano 1998 Olympics Nations Medals.csv,1998,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,3,4,0,7,Sydney 2000 Olympics Nations Medals.csv,2000,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,1,4,3,8,Athens 2004 Olympics Nations Medals.csv,2004,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,0,1,0,1,Vancouver 2010 Olympics Nations Medals.csv,2010,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,3,2,6,11,London 2012 Olympics Nations Medals.csv,2012,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,0,0,1,1,Sochi 2014 Olympics Nations Medals.csv,2014,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,2,5,10,17,Rio 2016 Olympics Nations Medals.csv,2016,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,0,0,1,1,PyeongChang 2018 Olympics Nations Medals.csv,2018,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,0,0,8,8,Tokyo 2020 Olympics Nations Medals.csv,2020,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KAZAKHSTAN,KAZ,KAZ,1,3,3,7,Paris 2024 Olympics_Nations Medals.csv,2024,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.6,0,-3.35,29.21,6300,98.4,164.1,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547
KENYA,KEN,KEN,1,4,3,8,Atlanta 1996 Olympics Nations Medals.csv,1996,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KENYA,KEN,KEN,2,3,2,7,Sydney 2000 Olympics Nations Medals.csv,2000,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KENYA,KEN,KEN,1,4,2,7,Athens 2004 Olympics Nations Medals.csv,2004,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KENYA,KEN,KEN,2,4,7,13,London 2012 Olympics Nations Medals.csv,2012,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KENYA,KEN,KEN,6,6,1,13,Rio 2016 Olympics Nations Medals.csv,2016,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KENYA,KEN,KEN,4,4,2,10,Tokyo 2020 Olympics Nations Medals.csv,2020,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KENYA,KEN,KEN,4,2,5,11,Paris 2024 Olympics_Nations Medals.csv,2024,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.6,0.09,-0.1,61.47,1000,85.1,8.1,8.08,0.98,90.94,"1,5",39.72,14.02,0.163,0.188,0.651
KYRGYZSTAN,KGZ,KGZ,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,Kyrgyzstan,C.W. OF IND. STATES,5213898,198500,26.3,0,-2.45,35.64,1600,97,84,7.3,0.35,92.35,"2,5",22.8,7.08,0.353,0.208,0.439
KYRGYZSTAN,KGZ,KGZ,0,2,1,3,Tokyo 2020 Olympics Nations Medals.csv,2020,Kyrgyzstan,C.W. OF IND. STATES,5213898,198500,26.3,0,-2.45,35.64,1600,97,84,7.3,0.35,92.35,"2,5",22.8,7.08,0.353,0.208,0.439
KYRGYZSTAN,KGZ,KGZ,0,2,4,6,Paris 2024 Olympics_Nations Medals.csv,2024,Kyrgyzstan,C.W. OF IND. STATES,5213898,198500,26.3,0,-2.45,35.64,1600,97,84,7.3,0.35,92.35,"2,5",22.8,7.08,0.353,0.208,0.439
SOUTH KOREA,KOR,KOR,4,1,1,6,Lillehammer 1994 Olympics Nations Medals.csv,1994,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,7,15,5,27,Atlanta 1996 Olympics Nations Medals.csv,1996,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,3,1,2,6,Nagano 1998 Olympics Nations Medals.csv,1998,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,8,10,10,28,Sydney 2000 Olympics Nations Medals.csv,2000,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,2,2,0,4,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,9,12,9,30,Athens 2004 Olympics Nations Medals.csv,2004,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,6,3,2,11,Torino 2006 Olympics Nations Medals.csv,2006,,,,,,,,,,,,,,,,,,,,
SOUTH KOREA,KOR,KOR,6,6,2,14,Vancouver 2010 Olympics Nations Medals.csv,2010,,,,,,,,,,,,,,,,,,,,
