CountryKey,NOC,Country,Gold,Silver,Bronze,Total,SourceFile,Year,country_full,region,population,area_(sq._mi.),pop._density_(per_sq._mi.),coastline_(coast_area_ratio),net_migration,infant_mortality_(per_1000_births),gdp_($_per_capita),literacy_(percent),phones_(per_1000),arable_(percent),crops_(percent),other_(percent),climate,birthrate,deathrate,agriculture,industry,service
UZBEKISTAN,UZB,UZB,1,1,2,4,Sydney 2000 Olympics Nations Medals.csv,2000,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
UZBEKISTAN,UZB,UZB,2,1,2,5,Athens 2004 Olympics Nations Medals.csv,2004,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
UZBEKISTAN,UZB,UZB,0,0,3,3,London 2012 Olympics Nations Medals.csv,2012,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
UZBEKISTAN,UZB,UZB,4,2,7,13,Rio 2016 Olympics Nations Medals.csv,2016,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
UZBEKISTAN,UZB,UZB,3,0,2,5,Tokyo 2020 Olympics Nations Medals.csv,2020,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
UZBEKISTAN,UZB,UZB,8,2,3,13,Paris 2024 Olympics_Nations Medals.csv,2024,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61,0,-1.72,71.1,1700,99.3,62.9,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43
VENEZUELA,VEN,VEN,0,0,2,2,Athens 2004 Olympics Nations Medals.csv,2004,Venezuela,LATIN AMER. & CARIB,25730435,912050,28.2,0.31,-0.04,22.2,4800,93.4,140.1,2.95,0.92,96.13,2,18.71,4.92,0.04,0.419,0.541
VENEZUELA,VEN,VEN,1,0,0,1,London 2012 Olympics Nations Medals.csv,2012,Venezuela,LATIN AMER. & CARIB,25730435,912050,28.2,0.31,-0.04,22.2,4800,93.4,140.1,2.95,0.92,96.13,2,18.71,4.92,0.04,0.419,0.541
VENEZUELA,VEN,VEN,0,2,1,3,Rio 2016 Olympics Nations Medals.csv,2016,Venezuela,LATIN AMER. & CARIB,25730435,912050,28.2,0.31,-0.04,22.2,4800,93.4,140.1,2.95,0.92,96.13,2,18.71,4.92,0.04,0.419,0.541
VENEZUELA,VEN,VEN,1,3,0,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Venezuela,LATIN AMER. & CARIB,25730435,912050,28.2,0.31,-0.04,22.2,4800,93.4,140.1,2.95,0.92,96.13,2,18.71,4.92,0.04,0.419,0.541
VIETNAM,VIE,VIE,0,1,0,1,Sydney 2000 Olympics Nations Medals.csv,2000,Vietnam,ASIA (EX. NEAR EAST),84402966,329560,256.1,1.05,-0.45,25.95,2500,90.3,187.7,19.97,5.95,74.08,2,16.86,6.22,0.209,0.41,0.381
VIETNAM,VIE,VIE,0,0,1,1,London 2012 Olympics Nations Medals.csv,2012,Vietnam,ASIA (EX. NEAR EAST),84402966,329560,256.1,1.05,-0.45,25.95,2500,90.3,187.7,19.97,5.95,74.08,2,16.86,6.22,0.209,0.41,0.381
VIETNAM,VIE,VIE,1,1,0,2,Rio 2016 Olympics Nations Medals.csv,2016,Vietnam,ASIA (EX. NEAR EAST),84402966,329560,256.1,1.05,-0.45,25.95,2500,90.3,187.7,19.97,5.95,74.08,2,16.86,6.22,0.209,0.41,0.381
,YUG,YUG,1,1,2,4,Atlanta 1996 Olympics Nations Medals.csv,1996,,,,,,,,,,,,,,,,,,,,
,YUG,YUG,1,1,1,3,Sydney 2000 Olympics Nations Medals.csv,2000,,,,,,,,,,,,,,,,,,,,
ZAMBIA,ZAM,ZAM,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Zambia,SUB-SAHARAN AFRICA,11502010,752614,15.3,0,0,88.29,800,80.6,8.2,7.08,0.03,92.9,2,41,19.93,0.22,0.29,0.489
ZAMBIA,ZAM,ZAM,0,0,1,1,Paris 2024 Olympics_Nations Medals.csv,2024,Zambia,SUB-SAHARAN AFRICA,11502010,752614,15.3,0,0,88.29,800,80.6,8.2,7.08,0.03,92.9,2,41,19.93,0.22,0.29,0.489
ZIMBABWE,ZIM,ZIM,1,1,1,3,Athens 2004 Olympics Nations Medals.csv,2004,Zimbabwe,SUB-SAHARAN AFRICA,12236805,390580,31.3,0,0,67.69,1900,90.7,26.8,8.32,0.34,91.34,2,28.01,21.84,0.179,0.243,0.579
